skill_title,skill_description,skill_type,is_emerging,is_casl
Biophilic Design in Built Environment,Design buildings with the objective of connecting nature using natural elements to the built environment,tsc,True,False
Bioreactor Operation and Control,Operate bioreactors in biopharmaceuticals manufacturing facilities,tsc,False,False
Biorisk Management,Identify and implement biosafety and biosecurity practices to ensure a safe work environment,tsc,False,False
Block Trading,"Structure block trades, perform due diligence, bid on block trades, and finalise transactions",tsc,False,False
Blog and Vlog Deployment,Publish and maintain informal websites for information sharing and discussion in a 'diary' style format with entries or 'posts' uploaded and updated in chronological order to drive brand perceptions and experience,tsc,True,False
Board Membership,"Develop strategic leadership by managing relationships with board members, collaborating on policy development initiatives, and adhering to corporate governance to maximize shareholder value",tsc,False,False
Book Building,"Identify price options for shares and other securities based on potential investors' interest levels, as determined by the generation, capture and record of investor demand and supply of subscription rates",tsc,False,False
Brand Campaign Management,Develop evaluation strategies for brand campaign effectiveness and analyse data to provide recommendations for improvements in future brand campaigns,tsc,False,False
Brand Guideline Development,"Conceptualise and develop branding guidelines to uphold and maintain brand values, promises and image, as well as assess current brand guidelines and provide inputs to enhance messaging",tsc,False,False
Brand Management,"Co-create the organisation's projected brand and reputation with customers and industry, considering their perspectives and the organisation's desired image and priorities. Develop and execute branding campaigns, public relations, and reputation management strategies to sustain or enhance the desired brand",tsc,False,False
Brand Portfolio Management,"Formulate brand portfolio strategies, define branding features, and create brand differentiators to expand the portfolio's user base",tsc,False,False
Brand Storytelling,"Formulate and deliver narratives for customers that elicit an emotional response, build a strong brand identity, increase brand awareness, foster customer loyalty, and create a consistent brand image.",tsc,False,False
